card,city,date,event,fightRound,fighterOne,fighterOneUrl,fighterTwo,fighterTwoUrl,method,notes,result,roundTime,weightclass,,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,2,Chris Honeycutt,/wiki/Chris_Honeycutt,Paul Bradley,/wiki/Paul_Bradley_(fighter),No Contest (accidental headbutt),,vs.,02:47,Welterweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,1,Michael Page,/wiki/Michael_Page_(fighter),Rudy Bears,/wiki/Rudy_Bears,KO (punch),,def.,01:05,Welterweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,2,Dean Hancock,N/A,Alex Dunworth,N/A,TKO (corner stoppage),,def.,02:14,Lightweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,1,Kaline Medeiros,/wiki/Kaline_Medeiros,Sarah Payant,N/A,Submission (kimura),,def.,03:24,Women's Catchweight (128.5 lbs),,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,2,Ryan Quinn,/wiki/Ryan_Quinn,Waylon Lowe,/wiki/Waylon_Lowe,Submission (guillotine choke),,def.,02:47,Catchweight (160 lbs),,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,3,Remo Cardarelli,N/A,Billy Giovanella,N/A,"Decision (unanimous) (30-27, 29-28, 29-28)",,def.,05:00,Flyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,3,Kin Moy,/wiki/Kin_Moy,Blair Tugman,/wiki/Blair_Tugman,Submission (triangle choke),,def.,03:01,Catchweight (138.3 lbs),,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,2,Parker Porter,N/A,Eric Bedard,N/A,Submission (americana),,def.,02:51,Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,1,Ilya Kotau,N/A,Nicholas Sergiacomi,N/A,Submission (rear-naked choke),,def.,02:17,Welterweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,3,Brandon Girtz,/wiki/Brandon_Girtz,Melvin Guillard,/wiki/Melvin_Guillard,"Decision (split) (29-27, 28-29, 29-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,3,Patricky Freire,/wiki/Patricky_Freire,Saad Awad,/wiki/Saad_Awad,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,3,Justin Wren,/wiki/Justin_Wren,Josh Burns,/wiki/Josh_Burns,"Decision (unanimous) (30-27, 30-26, 30-26)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,2,Marloes Coenen,/wiki/Marloes_Coenen,Arlene Blencowe,/wiki/Arlene_Blencowe,Submission (armbar),,def.,03:23,Women's Featherweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,3,Ilima-Lei Macfarlane,/wiki/Ilima-Lei_Macfarlane,Maria Rios,N/A,"Decision (split) (28-29, 29-28, 29-28)",,def.,05:00,Women's Flyweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,3,Brent Primus,/wiki/Brent_Primus,Derek Anderson,/wiki/Derek_Anderson_(fighter),"Decision (split) (28-29, 29-27, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,1,AJ Matthews,/wiki/AJ_Matthews,Emiliano Sordi,N/A,TKO (retirement),,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,3,Johnny Cisneros,/wiki/Johnny_Cisneros,Gabriel Miglioli,N/A,Decision (unanimous),,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,3,Luc Bondole,N/A,Ray Sloan,/wiki/Ray_Sloan,Decision (unanimous),,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,1,Adrienna Jenkins,/wiki/Adrienna_Jenkins,Lissette Neri,N/A,TKO (strikes),,def.,02:38,Women's Featherweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,3,Curtis Millender,/wiki/Curtis_Millender,Steven Ciacco,N/A,Decision (unanimous),,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Temecula, California","August 28, 2015",Bellator 141: Guillard vs. Girtz,1,A.J. McKee,/wiki/A.J._McKee,James Barnes,N/A,KO (punches),,def.,01:42,Featherweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,3,Joe Warren,/wiki/Joe_Warren_(fighter),LC Davis,/wiki/LC_Davis,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,3,Kendall Grove,/wiki/Kendall_Grove,Joey Beltran,/wiki/Joey_Beltran,TKO (punches),,def.,02:27,Middleweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,3,Emmanuel Sanchez,/wiki/Emmanuel_Sanchez,Henry Corrales,N/A,"Decision (split) (30-27, 27-30, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,2,Vinicius Queiroz,/wiki/Vinicius_Queiroz,Ewerton Teixeira,/wiki/Ewerton_Teixeira,Submission (arm-triangle choke),,def.,04:00,Heavyweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,1,Abdul Razak Alhassan,/wiki/Abdul_Razak_Alhassan,Bryce Meija,N/A,KO (punch),,def.,01:26,Light Heavyweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,3,Amador Ramirez,N/A,Saul Elizondo,N/A,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,1,Steve Garcia,N/A,Eduardo Bustillos,N/A,TKO (punches),,def.,04:59,Bantamweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,1,Darrion Caldwell,/wiki/Darrion_Caldwell,Shawn Bunch,/wiki/Shawn_Bunch,Submission (rear-naked choke),,def.,02:35,Bantamweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,2,Dan Charles,/wiki/Dan_Charles,Chase Gormley,/wiki/Chase_Gormley,KO,,def.,04:35,Heavyweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,3,John Teixeira,/wiki/John_Teixeira,Gleristone Santos,N/A,"Decision (split) (29-28, 28-29, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,1,Jared Chaffee,N/A,Guilherme Farias,N/A,Submission (guillotine choke),,def.,00:39,Lightweight,,,,,,,,,,,,,
,"San Jose, California","September 19, 2015",Bellator 143: Warren vs. Davis,1,Jose Flores,N/A,Guillermo Gonzalez,N/A,TKO (body kicks),,def.,02:22,Welterweight,,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 143: Warren vs. Davis,2,Rafael Carvalho,/wiki/Rafael_Carvalho,Brandon Halsey,/wiki/Brandon_Halsey,TKO (body kick),,def.,01:42,Middleweight,,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,1,Brennan Ward,/wiki/Brennan_Ward,Dennis Olson,/wiki/Dennis_Olson_(fighter),TKO (punches),,def.,04:37,Welterweight,,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,3,Goiti Yamauchi,/wiki/Goiti_Yamauchi,Isao Kobayashi,N/A,Submission (rear-naked choke),,def.,03:50,Featherweight,,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,1,Michael Page,/wiki/Michael_Page_(fighter),Charlie Ontiveros,N/A,TKO (elbows),,def.,03:20,Welterweight,,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,2,Damien Trites,N/A,Keenan Raymond,N/A,Submission (Kimura),,def.,01:17,Catchweight (165 pounds),,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,2,Kemran Lachinov,N/A,Ilya Kotau,N/A,Submission (kneebar),,def.,02:57,Welterweight,,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,3,Kin Moy,/wiki/Kin_Moy,Walter Smith-Cotito,N/A,Submission (rear naked choke),,def.,03:53,Bantamweight,,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,1,Billy Giovanella,N/A,Brandon Polcare,N/A,Submission (triangle choke),,def.,02:19,Flyweight,,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,1,Matt Bessette,/wiki/Matt_Bessette,Kevin Roddy,/wiki/Kevin_Roddy,Submission (heel hook),,def.,03:47,Featherweight,,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,3,Kevin Haley,N/A,Mike Zichelle,N/A,Decision (unanimous),,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,2,Matt Secor,N/A,Jeremie Holloway,N/A,Submission (heel hook),,def.,04:54,Welterweight,,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,2,Marius Enache,N/A,Pete Rogers Jr.,N/A,Submission (scarf hold americana),,def.,02:37,Catchweight (150 pounds),,,,,,,,,,,,,
,"Hidalgo, Texas","September 25, 2015",Bellator 144: Halsey vs. Carvalho,3,Sam Watford,N/A,TJ Hepburn,N/A,Decision (unanimous),,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 144: Halsey vs. Carvalho,5,Daniel Mason-Straus,/wiki/Daniel_Mason-Straus,PatrÌ_cio Freire,/wiki/Patr%C3%ADcio_Freire,"Decision (unanimous) (49-46, 48-47, 48-47)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,5,Will Brooks,/wiki/Will_Brooks,Marcin Held,/wiki/Marcin_Held,"Decision (unanimous) (50-45, 49-46, 49-46)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,2,Michael Chandler,/wiki/Michael_Chandler,David Rickels,/wiki/David_Rickels,TKO (punches),,def.,03:05,Lightweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,1,Bobby Lashley,/wiki/Bobby_Lashley,James Thompson,/wiki/James_Thompson_(fighter),TKO (punches),,def.,00:54,Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,3,Emmanuel Sanchez,/wiki/Emmanuel_Sanchez,Justin Lawrence,/wiki/Justin_Lawrence,"Decision (split) (28-29, 29-28, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,1,Rashard Lovelace,N/A,Brandon Lowe,N/A,TKO (strikes),,def.,02:07,Featherweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,1,Fazlo Mulabitinovic,N/A,Scott Ettling,N/A,Submission (armbar),,def.,01:52,Catchweight (140 lbs),,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,1,Kain Royer,N/A,Clay Mitchell,N/A,Submission (kneebar),,def.,03:41,Middleweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,3,Augusto Sakai,/wiki/Augusto_Sakai,Alex Huddleston,/wiki/Alex_Huddleston,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,1,Adam Meredith,N/A,Jordan Dowdy,N/A,Submission (rear-naked choke),,def.,01:54,Welterweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,1,Kyle Kurtz,N/A,Steven Mann,N/A,Submission (triangle armbar),,def.,02:59,Welterweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,3,Garrett Gross,N/A,Jeff Crotty,N/A,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Catchweight (160 lbs),,,,,,,,,,,,,
,"Uncasville, Connecticut","October 23, 2015",Bellator 145: Vengeance,3,Chel Erwin-Davis,N/A,Adam Cella,/wiki/Adam_Cella,TKO (punches),,def.,00:35,Welterweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 145: Vengeance,1,Melvin Manhoef,/wiki/Melvin_Manhoef,Hisaki Kato,/wiki/Hisaki_Kato,KO (punch),,def.,03:43,Middleweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 145: Vengeance,1,Brandon Girtz,/wiki/Brandon_Girtz,Derek Campos,/wiki/Derek_Campos,KO (punches),,def.,00:37,Lightweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 145: Vengeance,3,Bubba Jenkins,/wiki/Bubba_Jenkins,Jordan Parsons,/wiki/Jordan_Parsons,"Decision (split) (29-28, 28-29, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,3,Chidi Njokuani,/wiki/Chidi_Njokuani,Ricky Rainey,/wiki/Ricky_Rainey,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,2,Guilherme Viana,/wiki/Guilherme_Viana,Houston Alexander,/wiki/Houston_Alexander,TKO (doctor stoppage),,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,1,Stephen Banaszak,/wiki/Stephen_Banaszak,George Pacurariu,N/A,Submission (guillotine choke),,def.,03:42,Catchweight (140 Pounds),,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,2,Francisco France,N/A,Ben Reiter,/wiki/Ben_Reiter,Submission (rear-naked choke),,def.,01:08,Middleweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,3,Julia Budd,/wiki/Julia_Budd,Roberta Rovel,N/A,"Decision (unanimous) (30-26, 30-27, 30-27)",,def.,05:00,Women's Featherweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,3,AndrÌ© Santos,/wiki/Andr%C3%A9_Santos_(fighter),Josh Neer,/wiki/Josh_Neer,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,3,Arlene Blencowe,/wiki/Arlene_Blencowe,Gabby Holloway,N/A,"Decision (split) (29-28, 28-29, 29-28)",,def.,05:00,Women's Featherweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,1,Alonzo Menifield,N/A,Zach Rosol,N/A,TKO (punches),,def.,00:38,Heavyweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,3,Chris Jones,N/A,Treston Thomison,/wiki/Treston_Thomison,Decision (Unanimous),,def.,05:00,Featherweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,1,Klayton Mai,N/A,Roshaun Jones,N/A,Submission (Guillotine),,def.,02:25,Bantamweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,1,Codale Ford,N/A,Justin Patterson,N/A,Submission (rear-naked choke),,def.,02:17,Welterweight,,,,,,,,,,,,,
,"St. Louis, Missouri","November 6, 2015",Bellator 146: Kato vs. Manhoef,2,Bubba McDaniel,/wiki/Bubba_McDaniel,Kenyon Jackson,N/A,TKO (punches),,def.,04:14,Catchweight (195 Pounds),,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,2,Josh Thomson,/wiki/Josh_Thomson,Pablo Villaseca,N/A,TKO (punches),,def.,03:59,Lightweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,3,Daniel Weichel,/wiki/Daniel_Weichel,Georgi Karakhanyan,/wiki/Georgi_Karakhanyan,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,3,Derek Anderson,/wiki/Derek_Anderson_(fighter),Patricky Freire,/wiki/Patricky_Freire,"Decision (split) (29-28, 28-29, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,2,Adam Piccolotti,/wiki/Adam_Piccolotti,Mario Soto,N/A,Submission (rear-naked choke),,def.,03:25,Lightweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,2,Brian Rogers,/wiki/Brian_Rogers_(fighter),Virgil Zwicker,/wiki/Virgil_Zwicker,Submission (arm-triangle choke),,def.,04:38,Light Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,1,Anthony Do,N/A,Dustin Moore,N/A,TKO (Punches),,def.,02:05,Flyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,1,Adin Duenas,N/A,Anthony Taylor,N/A,Submission (Rear-Naked Choke),,def.,02:43,Featherweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,3,Bronson Mohika,N/A,Jose Perez,N/A,Decision (Unanimous),,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,3,Jeremiah Labiano,N/A,Alvin Cacdac,N/A,Decision (Unanimous),,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,3,Erick Sanchez,N/A,Thomas Diagne,/wiki/Thomas_Diagne,TKO (Punches),,def.,01:22,Featherweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,1,Gabriel Carrasco,N/A,Khomkrit Niimi,N/A,TKO (elbows),,def.,03:19,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,3,Brandon Hester,N/A,Idris Wasi,N/A,"Decision (unanimous) (30-27, 30-25, 30-24)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,1,A.J. McKee,/wiki/A.J._McKee,JT Donaldson,N/A,TKO (knee and punches),,def.,03:19,Featherweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","November 20, 2015",Bellator 147: Thomson vs. Villaseca,1,Nick Barnes,N/A,James Terry,/wiki/James_Terry_(fighter),Submission (rear-naked choke),,def.,02:48,Welterweightcard,city,date,event,fightRound,fighterOne,fighterOneUrl,fighterTwo,fighterTwoUrl,method,notes,result,roundTime,weightclass
,"Fresno, California","January 29, 2016",Bellator 148: Daley vs. Uhrich,1,Paul Daley,/wiki/Paul_Daley,Andy Uhrich,/wiki/Andy_Uhrich,KO (punch),,def.,02:00,Welterweight,,,,,,,,,,,,,
,"Fresno, California","January 29, 2016",Bellator 148: Daley vs. Uhrich,1,Paul Bradley,/wiki/Paul_Bradley_(fighter),Chris Honeycutt,/wiki/Chris_Honeycutt,TKO (punches),,def.,00:40,Welterweight,,,,,,,,,,,,,
,"Fresno, California","January 29, 2016",Bellator 148: Daley vs. Uhrich,1,Patricky Freire,/wiki/Patricky_Freire,Ryan Couture,/wiki/Ryan_Couture,KO (punch),,def.,03:00,Lightweight,,,,,,,,,,,,,
,"Fresno, California","January 29, 2016",Bellator 148: Daley vs. Uhrich,3,Tony Johnson,/wiki/Tony_Johnson_(fighter),Raphael Butler,/wiki/Raphael_Butler,TKO (punches),,def.,04:24,Heavyweight,,,,,,,,,,,,,
,"Fresno, California","January 29, 2016",Bellator 148: Daley vs. Uhrich,3,Justin Smitley,N/A,Art Arcienega,N/A,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Fresno, California","January 29, 2016",Bellator 148: Daley vs. Uhrich,1,Ilima-Lei Macfarlane,/wiki/Ilima-Lei_Macfarlane,Amber Tackett,N/A,Submission (armbar),,def.,02:09,Women's Flyweight,,,,,,,,,,,,,
,"Fresno, California","January 29, 2016",Bellator 148: Daley vs. Uhrich,2,Carl Seumanutafa,N/A,Javy Ayala,/wiki/Javy_Ayala,TKO (punches),,def.,03:46,Heavyweight,,,,,,,,,,,,,
,"Fresno, California","January 29, 2016",Bellator 148: Daley vs. Uhrich,3,Josh San Diego,N/A,Paul Ruiz,N/A,Decision (unanimous),,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Fresno, California","January 29, 2016",Bellator 148: Daley vs. Uhrich,3,Matt Perez,N/A,Eugene Cancino,N/A,Decision (split),,def.,05:00,Flyweight,,,,,,,,,,,,,
,"Fresno, California","January 29, 2016",Bellator 148: Daley vs. Uhrich,1,Te Edwards,N/A,Nick Bustamante,N/A,KO,,def.,00:43,Featherweight,,,,,,,,,,,,,
,"Fresno, California","January 29, 2016",Bellator 148: Daley vs. Uhrich,1,Jermaine McDermott,N/A,Eric Huggins,N/A,Submission (kimura),,def.,01:53,Light Heavyweight,,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,1,Royce Gracie,/wiki/Royce_Gracie,Ken Shamrock,/wiki/Ken_Shamrock,TKO (knee and punches),,def.,02:22,Light Heavyweight,,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,3,Kimbo Slice,/wiki/Kimbo_Slice,Dada 5000,/wiki/Dhaffir_Harris,No Contest (overturned),,vs.,01:32,Heavyweight,,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,2,Derek Campos,/wiki/Derek_Campos,Melvin Guillard,/wiki/Melvin_Guillard,TKO (punches),,def.,00:32,Lightweight,,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,3,Linton Vassell,/wiki/Linton_Vassell,Emanuel Newton,/wiki/Emanuel_Newton,"Decision (unanimous) (30-26, 29-27, 29-27)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,3,Emmanuel Sanchez,/wiki/Emmanuel_Sanchez,Daniel Pineda,/wiki/Daniel_Pineda_(fighter),"Decision (split) (28-29, 29-27, 29-28)",,def.,05:00,Catchweight (150 lbs),,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,1,Isaac Villanueva,N/A,Richard Knepp,N/A,TKO (punches),,def.,00:42,Middleweight,,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,2,Jeremy Mahon,N/A,Davis Sylvester,N/A,TKO (punches),,def.,04:22,Bantamweight,,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,3,Adrian Yanez,N/A,Ryan Hollis,N/A,Decision (unanimous),,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,1,Jason Langellier,N/A,Anthony Ivy,N/A,Submission (anaconda choke),,def.,02:09,Lightweight,,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,3,Justin Wren,/wiki/Justin_Wren,Juan Torres,N/A,Decision (unanimous),,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,1,Mike Trinh,N/A,Joe Zamora,N/A,Submission (armbar),,def.,03:49,Lightweight,,,,,,,,,,,,,
,"Houston, Texas","February 19, 2016",Bellator 149: Shamrock vs. Gracie III,3,Clovis Hancock,N/A,Ruben Esparza,N/A,Submission (rear-naked choke),,def.,01:26,Middleweight,,,,,,,,,,,,,
